URL,ACCION1,ACCION2,ACCION3
https://www.fupa.net/match/us-ruemelingen-m1-sc-bettemburg-m1-210905,90+4,Abpfiff,präsentiert von
https://www.fupa.net/match/us-ruemelingen-m1-sc-bettemburg-m1-210905,90+1,2:2 Tor für Bettemburg,Brian Dauphin
https://www.fupa.net/match/us-ruemelingen-m1-sc-bettemburg-m1-210905,78,2:1 Tor für Rümelingen,Bryan Maison
https://www.fupa.net/match/us-ruemelingen-m1-sc-bettemburg-m1-210905,75,1:1 Tor für Bettemburg,Houssine Yousfi
https://www.fupa.net/match/us-ruemelingen-m1-sc-bettemburg-m1-210905,60,Wechsel bei Rümelingen,Eduardo Mendes Silva für Yannick Bour
https://www.fupa.net/match/us-ruemelingen-m1-sc-bettemburg-m1-210905,60,Wechsel bei Bettemburg,Eleandro Giannetto für Joao Miguel Silva Ribeiro
https://www.fupa.net/match/us-ruemelingen-m1-sc-bettemburg-m1-210905,43,Elfmeter verschossen von Bettemburg,Houssine Yousfi
https://www.fupa.net/match/us-ruemelingen-m1-sc-bettemburg-m1-210905,37,1:0 Tor für Rümelingen,Rabbi Figueira
https://www.fupa.net/match/us-ruemelingen-m1-sc-bettemburg-m1-210905,1,Anpfiff,präsentiert von
https://www.fupa.net/match/us-ruemelingen-m1-sc-bettemburg-m1-210905,News 🤓📝,EP: Käerjeng gewinnt Spitzenspiel deutlich!,-
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,News 🤓📝,Alle Ergebnisse vom Sonntag,-
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,Der Liveticker ist gesichert! 🙌,Alle Infos und Geschehnisse zum Spiel gibts live von:,Andjelko Markulin
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,News 🤓📝,Klasse Auftakt in der Ehrenpromotion!,-
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,News 🤓📝,Alle Resultate vom Samstag,-
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,News 🤓📝,EP: zwei Ergebnisse vom Freitag,-
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,News 🤓📝,Ehrenpromotion: ein Kracher zum Saisonauftakt!,-
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,News 🤓📝,Ehrenpromotion: Aufbruch in unbekannte Welten!,-
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,Schau dir hier nochmal alle bisherigen Spiele FC Mamer 32 gegen FC Schifflingen 95 an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,90+10,Abpfiff,präsentiert von
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,90+6,3:3 Tor für Canach,Fine Bop
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,87,2:3 Tor für Bettemburg,Eleandro Giannetto
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,82,Wechsel bei Canach,Louis Bock für Tun Rauen
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,74,Wechsel bei Canach,Francisco Garcia für Jorge Chula
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,68,2:2 Tor für Bettemburg,Ezequiel BARBOSA CABRAL
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,68,Eelefmeeter fir Beetebuerg,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,67,Großchance für Bettemburg,Ezequiel BARBOSA CABRAL
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,66,Wechsel bei Bettemburg,Christophe Bellus für Geoffrey Daumail
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,61,Wechsel bei Canach,Emerson Correia für Junior De Oliveira Varela
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,56,2:1 Tor für Canach,Fine Bop
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,53,Großchance für Bettemburg,Ezequiel BARBOSA CABRAL
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,48,Wechsel bei Bettemburg,Eleandro Giannetto für Aydine Correia
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,46,Kanech haat di éischt hallef Stonn méi vum Match, ennertaanerem ee Ball op den Poteau, mee,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,29,1:1 Tor für Bettemburg,Mirza Osmanovic
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,27,1:0 Tor für Canach,Fine Bop
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,1,Anpfiff,präsentiert von
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,News 🤓📝,Ehrenpromotion: Käerjeng weiter top!,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,90+9,Gelb für Bettemburg,Sidney Nurenberg
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,90,Rot für Bettemburg,Mirza Osmanovic
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,85,Gelb für Bettemburg,Malick Guibril NDiaye
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,60,Gelb für Canach,Rachid Erragui
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,59,Gelb für Canach,Junior De Oliveira Varela
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,48,Gelb für Bettemburg,Mirza Osmanovic
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,46,Anpfiff zur 2. Halbzeit,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,45+5,Halbzeit,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,45+4,Gelb für Canach,Jose Ricardo Da Silva Dionisio
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,Die Aufstellung für FC Jeunesse Canach ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,Die Aufstellung für SC Bettemburg ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,Der Liveticker ist gesichert! 🙌,Alle Infos und Geschehnisse zum Spiel gibts live von:,Paul Trierweiler
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,News 🤓📝,Ehrenpromotion: das nächste Spitzenspiel steht an!,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-sc-bettemburg-m1-210919,Schau dir hier nochmal alle bisherigen Spiele FC Jeunesse Canach gegen SC Bettemburg an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/us-ruemelingen-m1-union-mertert-wasserbillig-m1-211205,90+1,Abpfiff,präsentiert von
https://www.fupa.net/match/us-ruemelingen-m1-union-mertert-wasserbillig-m1-211205,88,8:0 Tor für Rümelingen,Bryan Maison
https://www.fupa.net/match/us-ruemelingen-m1-union-mertert-wasserbillig-m1-211205,85,7:0 Tor für Rümelingen,Valentin Sannier
https://www.fupa.net/match/us-ruemelingen-m1-union-mertert-wasserbillig-m1-211205,66,6:0 Tor für Rümelingen,Bryan Gomes
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,News 🤓📝,Nachholspiel in der Ehrenpromotion,-
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,Top-Fakt 🚀,Der Kader von Schifflingen verzeichnet ein Durchschnittsalter von 26,14 Jahren,-
https://www.fupa.net/match/us-ruemelingen-m1-union-mertert-wasserbillig-m1-211205,62,5:0 Tor für Rümelingen,Glenn Gomes Borges
https://www.fupa.net/match/us-ruemelingen-m1-union-mertert-wasserbillig-m1-211205,53,4:0 Tor für Rümelingen,Etienne Donval
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,80,Großchance für Monnerich,Johnny Amadei
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,78,Großchance für Rümelingen,Glenn Gomes Borges
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,72,Großchance für Rümelingen,Bryan Maison
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,69,Großchance für Monnerich,El Hassane M‘Barki
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,62,Wechsel bei Monnerich,Kim Kintziger für Billy Bernard
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,60,Wechsel bei Monnerich,El Hassane M‘Barki für Dany De Sousa
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,58,Wechsel bei Rümelingen,Paul Schroeder für Adrian Mendes
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,56,2:2 Eigentor für Rümelingen,Gérôme Georges
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,54,2:1 Tor für Rümelingen,Rabbi Figueira
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,50,Großchance für Rümelingen,Glenn Gomes Borges
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,49,2:0 Tor für Monnerich,Kevin Ruppert
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,21,Großchance für Monnerich,Anasse Bekhaled
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,15,1:0 Tor für Monnerich,Kevin Ruppert
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,1,Anpfiff,präsentiert von
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,0,Herzlech Wellkomm hei aus dem Stade Communal vun Monnerech! Bei herrlechem Wieder kennt et,-
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,News 🤓📝,Alle Ergebnisse vom Mittwoch,-
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,News 🤓📝,Alle Ergebnisse vom Sonntag,-
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,Neue Fotos hochgeladen! 🖼,FC Monnerich - US Rümelingen,👉
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,News 🤓📝,Klasse Auftakt in der Ehrenpromotion!,-
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,News 🤓📝,Alle Resultate vom Samstag,-
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,76,Gelb für Rümelingen,Massi Chemini
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,61,Gelb für Monnerich,Tom Laterza
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,46,Anpfiff zur 2. Halbzeit,-
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,45+3,Halbzeit,-
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,40,Gelb für Rümelingen,Alexandre Bianchi
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,Die Aufstellung für FC Monnerich ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,News 🤓📝,EP: zwei Ergebnisse vom Freitag,-
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,News 🤓📝,Ehrenpromotion: ein Kracher zum Saisonauftakt!,-
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,News 🤓📝,Ehrenpromotion: Aufbruch in unbekannte Welten!,-
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,Der Liveticker ist gesichert! 🙌,Alle Infos und Geschehnisse zum Spiel gibts live von:,Marc Depienne
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,Schau dir hier nochmal alle bisherigen Spiele FC Monnerich gegen US Rümelingen an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,90+4,Abpfiff,präsentiert von
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,89+3,Wechsel bei Mamer,Laurent van Waas für Abdessamad Oudich
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,69,Wechsel bei Schifflingen,André Oliveira für Arsène Menessou
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,60,Wechsel bei Mamer,Marck Amoakon für Patrice Mondon
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,46,Wechsel bei Schifflingen,David Kiambu für Jason Georg
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,46,Wechsel bei Mamer,Samir Ketlas für Joël Pedro
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,36,1:0 Tor für Mamer,Mickaël Jager
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,1,Anpfiff,präsentiert von
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,Neue Fotos hochgeladen! 🖼,FC Mamer 32 - FC Schifflingen 95,👉
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,News 🤓📝,Rückblick auf die Mittwochsspiele,-
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,News 🤓📝,Alle Ergebnisse vom Mittwoch,-
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,80,Gelb-Rot für Schifflingen,David Kiambu
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,90+3,Abpfiff,präsentiert von
https://www.fupa.net/match/fc-monnerich-m1-us-ruemelingen-m1-210814,82,Wechsel bei Monnerich,Brandon Soares-Rosa für Alessandro Alunni
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,66,Gelb für Mamer,Marck Amoakon
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,46,Anpfiff zur 2. Halbzeit,-
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,45+4,Halbzeit,-
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,29,Gelb für Mamer,Joël Pedro
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,15,Gelb für Schifflingen,Arsène Menessou
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,Die Aufstellung für FC Schifflingen 95 ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-mamer-32-m1-fc-schifflingen-95-m1-210825,Die Aufstellung für FC Mamer 32 ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,26,Gelb für Monnerich,Billy Bernard
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,Die Aufstellung für FC Blo-Wäiss Medernach ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,Die Aufstellung für FC Monnerich ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,News 🤓📝,Ehrenpromotion: Topspiel Monnerich - Medernach,-
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,Top-Fakt 🚀,Mit 12 Scorerpunkten weist Jeoffrey De Oliveira Ramos Correia von Medernach einen absolute,-
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,Top-Fakt 🚀,In den letzten 8 Spielen blieb Monnerich ungeschlagen,-
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,Schau dir hier nochmal alle bisherigen Spiele FC Monnerich gegen FC Blo-Wäiss Medernach an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/fc-jeunesse-junglinster-m1-fc-schifflingen-95-m1-210926,90+6,Abpfiff,präsentiert von
https://www.fupa.net/match/fc-jeunesse-junglinster-m1-fc-schifflingen-95-m1-210926,90+1,2:0 Tor für Junglinster,Evandro Delgado
https://www.fupa.net/match/fc-jeunesse-junglinster-m1-fc-schifflingen-95-m1-210926,80,Wechsel bei Junglinster,Famory Touré für Donovan Bonet
https://www.fupa.net/match/fc-jeunesse-junglinster-m1-fc-schifflingen-95-m1-210926,73,Wechsel bei Junglinster,Henrique Rocha für Demir Mekic
https://www.fupa.net/match/fc-jeunesse-junglinster-m1-fc-schifflingen-95-m1-210926,5,1:0 Tor für Junglinster,Demir Mekic
https://www.fupa.net/match/fc-jeunesse-junglinster-m1-fc-schifflingen-95-m1-210926,1,Anpfiff,präsentiert von
https://www.fupa.net/match/fc-jeunesse-junglinster-m1-fc-schifflingen-95-m1-210926,News 🤓📝,Ehrenpromotion: Käerjeng und Monnerich ziehen davon,-
https://www.fupa.net/match/fc-jeunesse-junglinster-m1-fc-schifflingen-95-m1-210926,65,Gelb für Junglinster,Hélio César Lopes Da Costa
https://www.fupa.net/match/fc-jeunesse-junglinster-m1-fc-schifflingen-95-m1-210926,57,Gelb für Junglinster,Romain Exauce Lebale May Mass
https://www.fupa.net/match/fc-jeunesse-junglinster-m1-fc-schifflingen-95-m1-210926,46,Anpfiff zur 2. Halbzeit,-
https://www.fupa.net/match/fc-jeunesse-junglinster-m1-fc-schifflingen-95-m1-210926,45+2,Halbzeit,-
https://www.fupa.net/match/fc-jeunesse-junglinster-m1-fc-schifflingen-95-m1-210926,Die Aufstellung für FC Schifflingen 95 ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-jeunesse-junglinster-m1-fc-schifflingen-95-m1-210926,Die Aufstellung für FC Jeunesse Junglinster ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-jeunesse-junglinster-m1-fc-schifflingen-95-m1-210926,Der Liveticker ist gesichert! 🙌,Alle Infos und Geschehnisse zum Spiel gibts live von:,David Jacinto
https://www.fupa.net/match/fc-jeunesse-junglinster-m1-fc-schifflingen-95-m1-210926,News 🤓📝,Ehrenpromotion: Spitzentrio vor lösbaren Aufgaben,-
https://www.fupa.net/match/fc-jeunesse-junglinster-m1-fc-schifflingen-95-m1-210926,Schau dir hier nochmal alle bisherigen Spiele FC Jeunesse Junglinster gegen FC Schifflingen 95 an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,90+5,Abpfiff,präsentiert von
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,90+4,2:1 Tor für Berburg,Adriano Junior De Sousa Ferraz
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,68,Wechsel bei Mersch,Landry Meyong für Paulo Vincente Mendes
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,62,1:1 Eigentor für Berburg,unbekannt
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,53,0:1 Tor für Mersch,Kevin Madeira
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,28,Wechsel bei Mersch,Patrick Teixeira für Célestin Lilango
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,1,Anpfiff,präsentiert von
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,0,Wechsel bei Berburg,Cyril Wagner für Louty Diomande
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,0,Wechsel bei Berburg,Daniel Contrino für Fortune Katalay Nto-Nzi
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,News 🤓📝,Sportpolitik: Covid Check und Minister weg,-
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,News 🤓📝,Ehrenpromotion: Rümelingen jetzt schon Zweiter!,-
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,88,Gelb für Mersch,Benjamin Bresch
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,46,Anpfiff zur 2. Halbzeit,-
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,45+2,Halbzeit,-
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,0,Gelb für Berburg,Louty Diomande
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,Die Aufstellung für Fc Berdenia Berbourg ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,Die Aufstellung für FC Marisca Mersch ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,News 🤓📝,Ehrenpromotion: Highlight Rümelingen - Medernach,-
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,Top-Fakt 🚀,Moritz Habscheid von Berburg weist mit 7 Vorlagen einen echten Spitzenwert auf,-
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,Top-Fakt 🚀,Wenn Mersch gewinnt, ziehen sie in der Tabelle an Berburg vorbei,-
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,Top-Fakt 🚀,Gegen Teams aus dem unteren Tabellendrittel hat Berburg in 4 Duellen 10 Punkte eingefahren,-
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,Der Liveticker ist gesichert! 🙌,Alle Infos und Geschehnisse zum Spiel gibts live von:,Carole Kill
https://www.fupa.net/match/fc-berdenia-berbourg-m1-fc-marisca-mersch-m1-211121,Schau dir hier nochmal alle bisherigen Spiele Fc Berdenia Berbourg gegen FC Marisca Mersch an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/un-kaeerjeng-97-m1-fc-atert-bissen-m1-211128,Top-Fakt 🚀,Käerjeng konnte mit 10 Siegen bis dato die meisten der Liga einfahren,-
https://www.fupa.net/match/un-kaeerjeng-97-m1-fc-atert-bissen-m1-211128,Schau dir hier nochmal alle bisherigen Spiele UN Käerjeng 97 gegen FC Atert Bissen an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,90+1,Abpfiff,präsentiert von
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,87,5:0 Tor für Monnerich,El Hassane M‘Barki
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,84,Wechsel bei Medernach,Noa Windal für Félix Maillet
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,83,Houss klärt virum aschossbereeden Monnerecher,-
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,82,Großchance für Medernach,Jeoffrey De Oliveira Ramos Correia
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,76,Feeler Martins M. an iwer Mikro seet den Stadionspriecher deen do hät schon Giel...,-
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,75,Großchance für Monnerich,Alessandro Alunni
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,75,Mei kloer Handspill kann een net iwersinn... gudd dass aus dem Monnerecher Schoss neischt gin ass,-
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,74,Wechsel bei Monnerich,Frédéric Mendy für Ayoub El Guerrab
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,69,Wiessel op beiden Säiten! Vandy haut kengem Zweekampf aus dem Wee gaan, wat huet deen haut,-
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,68,Wechsel bei Monnerich,Filipe Macedo für Dany De Sousa
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,68,Wechsel bei Medernach,Pedro Dos Santos für Vanderlei Lopes Gomes
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,68,Och virdrun konnt den Vandy in extremis retten mee dun num direkt am Opbau Feelpass,-
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,67,4:0 Tor für Monnerich,Anasse Bekhaled
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,64,Großchance für Monnerich,Alessandro Alunni
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,63,Wechsel bei Monnerich,Bilal El Amraoui für Johnny Amadei
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,55,3:0 Tor für Monnerich,El Hassane M‘Barki
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,46,Ante mam Trikotwiessel, sein Trikot mat der 14 ass zerappt, elo eng ze kleng 19,-
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,46,Wechsel bei Medernach,Joël Da Mata für Dany Pereira
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,39,Großchance für Medernach,Tim Martins
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,35,Großchance für Monnerich,Johnny Amadei
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,32,Abseitsgoal Monnerech an den Arbitter päift Handspill dobäi,-
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,30,Haarden Feeler Laterza um Vandy,-
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,29,De Goalkeep stung net an der Mett mee lenks am Eck, an deit un dass en no lenks sprangen w,-
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,28,Elfmeter verschossen von Medernach,Sabin Yagremongo Komelo
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,19,Flank Maillet Käpper Vandy Weit laanscht,-
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,18,Battert Resultat no knapp 15 min,-
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,17,2:0 Tor für Monnerich,El Hassane M‘Barki
https://www.fupa.net/match/fc-monnerich-m1-fc-blo-waeiss-medernach-m1-211017,6,Großchance für Monnerich,El Hassane M‘Barki
